No.,名称,☆,タイプ1,タイプ2,主属性,副属性,HP,攻撃,回復,コスト,スキル,リーダースキル,覚醒数,ギガグラ,最大Lv,,最大HP,最大攻撃,最大回復,HP指数,攻撃指数,回復指数,覚醒スキル1,覚醒スキル2,覚醒スキル3,覚醒スキル4,覚醒スキル5,覚醒スキル6,覚醒スキル7,覚醒スキル8,覚醒スキル9,,
1204,第9の使徒,4,神,攻撃,闇,,228,136,-200,10,ドロップ強化・闇,恐怖の浸食,0,,50 ,,1026,612,-200,1.0,1.0,1.0,,,,,,,,,,,
1205,第9の使徒・戦闘形態,5,神,攻撃,闇,,821,551,-200,15,ドロップ強化・闇,恐怖の浸食,2,,99 ,,2053,1378,-200,1.0,1.0,1.0,封印耐性,闇属性強化,,,,,,,,,
1206,五機龍合体・ゴッドカノープス,7,ドラゴン,神,木,光,1528,739,34,50,トルネードカノン,ディバインソウル,4,,99 ,,4326,1602,179,1.0,1.0,1.0,木属性強化,スキルブースト,2体攻撃,自動回復,,,,,,,
1207,五機龍融合・デモンハダル,7,ドラゴン,悪魔,闇,火,1488,766,28,50,グラビティカノン,アブソリュートカオス,4,,99 ,,4318,1709,98,1.0,1.0,1.0,闇属性強化,スキルブースト,2体攻撃,自動回復,,,,,,,
1208,輝龍皇帝・バスタージークフリート,7,体力,,水,光,2111,1156,81,35,攻撃態勢・水,ドラゴニックブライト,4,,99 ,,4019,1209,179,1.0,1.0,1.0,HP強化,水ドロップ強化,攻撃強化,光ドロップ強化,,,,,,,
1209,皇狼英雄・イグニスクーフーリン,7,バランス,,木,火,1613,1204,255,35,攻撃態勢・木,ウルフズビート,4,,99 ,,3007,1261,388,1.0,1.0,1.0,HP強化,木ドロップ強化,攻撃強化,2体攻撃,,,,,,,
1210,久遠の不死鳥・フェニックス,6,攻撃,,火,火,235,481,337,28,ドロップ強化・火,イモータルフレイム,3,,99 ,,988,1543,506,1.0,1.0,1.0,自動回復,スキルブースト,火属性強化,,,,,,,,
1211,溟海の大悪魔・クラーケン,6,体力,悪魔,水,水,691,543,0,28,ドロップ強化・水,ディープシータイド,3,,99 ,,2611,1629,-50,1.0,1.0,1.0,暗闇耐性,スキルブースト,水属性強化,,,,,,,,
1212,王家の狩猟獣・グリフォン,6,攻撃,,木,木,194,513,310,28,ドロップ強化・木,ハンティングゲイル,3,,99 ,,935,1639,465,1.0,1.0,1.0,バインド耐性,スキルブースト,木属性強化,,,,,,,,
1213,聖女の衛騎士・ユニコーン,6,回復,,光,光,238,473,333,28,ドロップ強化・光,セイクリッドアサルト,3,,99 ,,945,1419,590,1.0,1.0,1.0,お邪魔耐性,スキルブースト,光属性強化,,,,,,,,
1214,冥界の闇番犬・ケルベロス,6,攻撃,悪魔,闇,闇,611,554,0,28,ドロップ強化・闇,ヘルハウリング,3,,99 ,,2355,1712,-50,1.0,1.0,1.0,毒耐性,スキルブースト,闇属性強化,,,,,,,,
1215,黒天の真龍王・ゼローグ,8,ドラゴン,,闇,闇,924,1169,-250,60,グラビティブレス,龍王の逆鱗,6,35%,99 ,,2533,1570,-200,1.0,1.0,1.0,回復強化,HP強化,2体攻撃,闇ドロップ強化,闇属性強化,スキルブースト,,,,,
1216,反逆の熾天使・ルシファー,7,神,バランス,闇,水,971,754,369,40,明けの明星,冥闇の箴言,4,,99 ,,2528,1506,554,1.0,1.0,1.0,2体攻撃,スキルブースト,封印耐性,自動回復,,,,,,,
1217,神書の管理者・メタトロン,7,神,回復,光,水,981,582,345,60,クイックキュアー,聖戦の掌理,6,,99 ,,2454,1330,863,1.0,1.0,1.0,自動回復,バインド耐性,バインド耐性,スキルブースト,スキルブースト,バインド回復,,,,,
1218,聖煌天の麒麟・サクヤ,7,神,体力,光,光,1271,913,256,35,四神乱舞,四源の舞,7,20%,99 ,,3528,1370,384,1.0,1.0,1.0,光ドロップ強化,お邪魔耐性,暗闇耐性,封印耐性,光ドロップ強化,スキルブースト,操作時間延長,,,,
1219,氷見うどん,4,体力,,光,,349,102,52,10,日本四大うどん,一子相伝の手延べ,0,,50 ,,1571,459,109,1.0,1.0,1.0,,,,,,,,,,,
1220,富山湾の伝統・氷見うどん,5,体力,攻撃,光,火,1257,413,98,20,日本四大うどん,一子相伝の手延べ,2,,99 ,,2993,1433,206,1.0,1.0,1.0,光属性強化,自動回復,,,,,,,,,
1221,BAB・バットマン＋SGAct・FB,7,体力,悪魔,闇,光,1401,539,15,35,エレクトリックインパクト,ゴッサムプロテクター,4,,99 ,,3903,1398,52,1.0,1.0,1.0,闇ドロップ強化,光ドロップ強化,闇属性強化,バインド耐性,,,,,,,
1222,ガイア,6,神,攻撃,木,,451,668,201,40,ライフストリーム,コール・オブ・ガイア,0,,50 ,,1082,1136,342,1.0,1.0,1.0,,,,,,,,,,,
1223,覚醒ガイア,7,神,攻撃,木,木,866,1022,308,60,ライフストリーム,コール・オブ・ガイア,3,,99 ,,2065,1540,494,1.0,1.0,1.0,木ドロップ強化,暗闇耐性,木属性強化,,,,,,,,
1224,双子龍・ワングレン,5,ドラゴン,,火,,955,415,0,12,バーニングシフト,炎熱の龍力,0,,50 ,,2292,706,0,1.0,1.0,1.0,,,,,,,,,,,
1225,灼翼の双龍帝・ワングレン,6,ドラゴン,,火,,1834,635,0,50,バーニングシフト,煉獄の龍帝力,3,,99 ,,4584,1203,0,1.0,1.0,1.0,火ドロップ強化,2体攻撃,火属性強化,,,,,,,,
1226,双子龍・ベイツール,5,ドラゴン,,水,,966,401,0,12,フリージングシフト,氷結の龍力,0,,50 ,,2318,682,0,1.0,1.0,1.0,,,,,,,,,,,
1227,凍翼の双龍帝・ベイツール,6,ドラゴン,,水,,1854,614,0,50,フリージングシフト,凍界の龍帝力,3,,99 ,,4635,1165,0,1.0,1.0,1.0,水ドロップ強化,2体攻撃,水属性強化,,,,,,,,
1228,覚醒オーディンたまドラ,5,神,,木,,591,323,144,12,グングニール,まもりのころも,2,,99 ,,1596,678,505,1.0,1.0,1.0,スキルブースト,自動回復,,,,,,,,,
1229,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
1230,覚醒幻神・オーディンたまドラ,6,神,,火,,628,512,48,12,滅槍グングニール,ヴァルハラのうた,2,,99 ,,1696,1075,168,1.0,1.0,1.0,火属性強化,スキルブースト,,,,,,,,,
1231,曹操,5,神,攻撃,火,,666,674,10,15,主我覇道の編纂,超世の兵法,0,,50 ,,1598,1146,17,1.0,1.0,1.0,,,,,,,,,,,
1232,求覇の武王神・曹操,6,神,攻撃,火,,1278,1031,15,25,主我覇道の編纂,超世の兵法,4,,99 ,,3195,1856,27,1.0,1.0,1.0,火属性強化,火ドロップ強化,封印耐性,スキルブースト,,,,,,,
1233,孫権,5,神,回復,水,,603,466,189,15,虚心担懐の慧眼,虎児の雄渾,0,,50 ,,1447,792,321,1.0,1.0,1.0,,,,,,,,,,,
1234,秘勇の将軍神・孫権,6,神,回復,水,,1158,713,289,25,虚心担懐の慧眼,虎児の雄渾,4,,99 ,,2795,1183,530,1.0,1.0,1.0,水属性強化,水ドロップ強化,暗闇耐性,スキルブースト,,,,,,,
1235,劉備,5,神,攻撃,木,,651,488,128,15,捲土重来の引導,決起の義勇,0,,50 ,,1562,830,218,1.0,1.0,1.0,,,,,,,,,,,
1236,明徳の英傑神・劉備,6,神,攻撃,木,,1250,747,196,25,捲土重来の引導,決起の義勇,4,,99 ,,2525,1645,353,1.0,1.0,1.0,木属性強化,木ドロップ強化,お邪魔耐性,スキルブースト,,,,,,,
1237,大喬＆小喬,5,神,回復,光,水,524,461,233,15,則天去私の献身,天昇の舞想,0,,50 ,,1258,784,396,1.0,1.0,1.0,,,,,,,,,,,
1238,凜聖の双華神・大喬＆小喬,6,神,回復,光,水,1006,706,356,25,則天去私の献身,天昇の舞想,4,,99 ,,2415,1221,641,1.0,1.0,1.0,光属性強化,水属性強化,移動時間延長,スキルブースト,,,,,,,
1239,呂布,5,神,悪魔,闇,,544,760,0,15,天下無双の崩撃,業滅の瘴気,0,,50 ,,1306,1292,0,1.0,1.0,1.0,,,,,,,,,,,
1240,羅刹の飛将神・呂布,6,神,悪魔,闇,,1045,1163,0,25,天下無双の崩撃,業滅の瘴気,4,,99 ,,2613,2093,0,1.0,1.0,1.0,闇属性強化,闇ドロップ強化,バインド耐性,スキルブースト,,,,,,,
1241,美髯神・関羽,5,神,体力,木,光,858,485,66,15,不撓不屈の信義,剛健の胆力,0,,50 ,,2059,825,112,1.0,1.0,1.0,,,,,,,,,,,
1242,義篤の美髯神・関羽,6,神,体力,木,光,1647,743,101,25,不撓不屈の信義,剛健の胆力,5,,99 ,,4118,1337,182,1.0,1.0,1.0,木属性強化,バインド耐性,スキルブースト,自動回復,スキルブースト,,,,,,
1243,忠義神・関羽,6,神,ドラゴン,火,闇,822,558,74,15,首尾一貫の剛毅,龍飛の礼節,0,,50 ,,1973,949,126,1.0,1.0,1.0,,,,,,,,,,,
1244,奮起の忠義神・関羽,7,神,ドラゴン,火,闇,1578,854,113,25,首尾一貫の剛毅,龍飛の礼節,6,,99 ,,3945,1537,203,1.0,1.0,1.0,火属性強化,自動回復,バインド耐性,スキルブースト,自動回復,スキルブースト,,,,,
1245,光僧・三蔵法師,6,神,,光,,628,405,185,40,龍心解放の経文,なし,0,,50 ,,1507,689,315,1.0,1.0,1.0,,,,,,,,,,,
1246,輝眼の龍僧・三蔵法師,7,神,ドラゴン,光,光,1206,620,284,50,龍心解放の経文,玉龍の護神力,3,,99 ,,3015,1116,511,1.0,1.0,1.0,光属性強化,封印耐性,自動回復,,,,,,,,
1247,影僧・三蔵法師,6,神,,闇,,669,441,143,40,龍心解放の呪焔,なし,0,,50 ,,1606,750,243,1.0,1.0,1.0,,,,,,,,,,,
1248,冥眼の龍僧・三蔵法師,7,神,ドラゴン,闇,闇,1285,675,219,50,龍心解放の呪焔,玉龍の封神力,3,,90 ,,3213,1215,394,1.0,1.0,1.0,闇属性強化,封印耐性,自動回復,,,,,,,,
1249,ヘラ・ソエル,6,神,,光,,691,481,181,40,耀冥妃のささやき,暁天色の神羽,0,0%,50 ,,1658,818,308,1.0,1.0,1.0,,,,,,,,,,,
1250,覚醒ヘラ・ソエル,7,悪魔,神,光,闇,1326,736,277,60,耀冥妃のささやき,暁天色の神羽,3,0%,99 ,,3315,1325,399,1.0,1.0,1.0,闇ダメージ軽減,自動回復,光属性強化,,,,,,,,
1251,ゼウス・ヴァルカン,6,神,ドラゴン,火,光,852,462,115,45,マーズディライト,レイジ・オブ・ヴァルカン,0,,50 ,,2045,785,196,1.0,1.0,1.0,,,,,,,,,,,
1252,覚醒ゼウス・ヴァルカン,7,神,ドラゴン,火,光,1636,707,176,60,マーズディライト,レイジ・オブ・ヴァルカン,3,,99 ,,3830,1303,357,1.0,1.0,1.0,火属性強化,火ドロップ強化,スキルブースト,,,,,,,,
1253,龍焔の熾天使・ウリエル,7,神,ドラゴン,火,火,978,641,404,40,聖炎の奇跡,紅天使の天啓,4,0%,99 ,,2545,1392,606,1.0,1.0,1.0,封印耐性,スキルブースト,火属性強化,自動回復,,,,,,,
1254,神導の大天使・ガブリエル,7,神,回復,水,水,975,646,402,40,聖氷の奇跡,蒼天使の天啓,4,,99 ,,2538,1219,723,1.0,1.0,1.0,封印耐性,スキルブースト,水属性強化,自動回復,,,,,,,
1255,退滅の大天使・ミカエル,7,神,攻撃,木,木,968,646,407,40,聖樹の奇跡,碧天使の天啓,4,0%,99 ,,2420,1469,611,1.0,1.0,1.0,封印耐性,スキルブースト,木属性強化,自動回復,,,,,,,
1256,救聖の大天使・ラファエル,7,神,回復,光,火,1048,652,363,40,神癒の奇跡,輝天使の天啓,4,,99 ,,2720,1278,635,1.0,1.0,1.0,光属性強化,スキルブースト,バインド回復,光属性強化,,,,,,,
1257,爆進の魔神卿・ベリアル,7,悪魔,体力,火,火,1096,904,218,40,炎の呪い,轟翼の魔炎,4,0%,99 ,,3240,1556,327,1.0,1.0,1.0,スキルブースト,火属性強化,スキルブースト,火属性強化,,,,,,,
1258,漢気の魔神卿・アモン,7,悪魔,体力,水,光,1038,842,282,40,水の呪い,悪魔の味方,4,0%,99 ,,3295,1363,423,1.0,1.0,1.0,スキルブースト,水属性強化,スキルブースト,水属性強化,,,,,,,
1259,夢見の魔神将・アスタロト,7,悪魔,回復,木,木,1000,720,376,40,樹の呪い,コシュまるファンタジー,4,,99 ,,2600,1270,664,1.0,1.0,1.0,スキルブースト,木属性強化,スキルブースト,木属性強化,,,,,,,
1260,天真の魔神卿・アスタロト,7,悪魔,攻撃,木,闇,1000,720,376,40,樹の呪い,コシュまるインパクト,4,,99 ,,2500,1680,444,1.0,1.0,1.0,スキルブースト,木属性強化,スキルブースト,木属性強化,,,,,,,
1261,傲慢の魔神卿・バアル,7,悪魔,攻撃,光,闇,1077,884,240,40,雷の呪い,野心の猛攻,4,,99 ,,2693,1726,360,1.0,1.0,1.0,スキルブースト,光属性強化,スキルブースト,光属性強化,,,,,,,
1262,天樹華の朱雀・レイラン,7,神,バランス,火,木,1294,918,201,35,南方七星陣,紅極の舞,4,,99 ,,3335,1477,352,1.0,1.0,1.0,火ドロップ強化,木ドロップ強化,光ドロップ強化,火属性強化,,,,,,,
1263,天聖導の朱雀・レイラン,7,神,攻撃,火,光,1294,918,201,35,南方七星陣,緋天の舞,7,,99 ,,2935,1807,272,1.0,1.0,1.0,火ドロップ強化,木ドロップ強化,光ドロップ強化,火属性強化,光属性強化,2体攻撃,スキルブースト,,,,
1264,守護命の青龍・カリン,7,神,ドラゴン,水,木,1298,934,189,35,東方七星陣,蒼極の舞,4,0%,99 ,,3345,1581,284,1.0,1.0,1.0,水ドロップ強化,木ドロップ強化,闇ドロップ強化,水属性強化,,,,,,,
1265,妙霊護の青龍・カリン,7,神,体力,水,闇,1298,934,189,35,東方七星陣,昇龍の舞,7,0%,99 ,,4005,1401,194,1.0,1.0,1.0,水ドロップ強化,木ドロップ強化,闇ドロップ強化,水属性強化,闇属性強化,2体攻撃,スキルブースト,,,,
1266,冥地鎮の玄武・メイメイ,7,神,悪魔,木,闇,1350,909,177,35,北方七星陣,翠極の舞,4,,99 ,,3525,1524,266,1.0,1.0,1.0,木ドロップ強化,光ドロップ強化,闇ドロップ強化,木属性強化,,,,,,,
1267,道明守の玄武・メイメイ,7,神,バランス,木,光,1350,909,177,35,北方七星陣,霊亀の舞,7,,99 ,,3475,1414,346,1.0,1.0,1.0,木ドロップ強化,光ドロップ強化,闇ドロップ強化,木属性強化,光属性強化,2体攻撃,スキルブースト,,,,
1268,焔月輪の白虎・ハク,7,神,ドラゴン,闇,火,1277,927,206,35,西方七星陣,紫極の舞,4,,99 ,,3353,1491,309,1.0,1.0,1.0,闇ドロップ強化,火ドロップ強化,水ドロップ強化,闇属性強化,,,,,,,
1269,退魔爪の白虎・ハク,7,神,悪魔,闇,闇,1277,927,206,35,西方七星陣,虎咆の舞,7,,99 ,,3293,1741,179,1.0,1.0,1.0,闇ドロップ強化,火ドロップ強化,水ドロップ強化,闇属性強化,闇属性強化,2体攻撃,スキルブースト,,,,
1270,烈乙女・プリンセスヴァルキリー,6,回復,,火,,1593,996,438,30,攻撃態勢・火,ヴァルキリーソウル,4,,99 ,,2508,1189,556,1.0,1.0,1.0,2体攻撃,火属性強化,攻撃強化,,,,,,,,
1271,鳳華烈姫・グレイスヴァルキリー,7,回復,,火,光,1593,996,438,35,攻撃態勢・火,ヴァルキリーブレイヴァー,3,,99 ,,2308,1189,656,1.0,1.0,1.0,2体攻撃,火属性強化,攻撃強化,,,,,,,,
1272,紅の機神将・エルダーヨトゥン,6,体力,,火,光,2114,704,3,27,防御の構え,ビッグバンインパクト,4,,99 ,,5074,1015,106,1.0,1.0,1.0,バインド耐性,バインド耐性,スキルブースト,火ドロップ強化,,,,,,,
1273,蒼の機神将・マールミズガルズ,6,体力,,水,光,2128,689,4,27,防御の構え,ヘイルストームシュート,4,,99 ,,5107,996,108,1.0,1.0,1.0,バインド耐性,バインド耐性,スキルブースト,水ドロップ強化,,,,,,,
1274,碧の機神将・ヴィズアースガル,6,体力,,木,光,2120,698,4,27,防御の構え,ダブルメテオブロー,4,,99 ,,5088,1007,108,1.0,1.0,1.0,バインド耐性,バインド耐性,スキルブースト,木ドロップ強化,,,,,,,
1275,ジャッジゴーレム,4,体力,,火,木,652,366,18,12,我ガ力ヲ、行使スル,資格ノ有無ヲ確認スル,2,0%,70 ,,3521,1088,31,1.0,1.0,1.0,操作時間延長,バインド耐性,,,,,,,,,
1276,マドロミドラゴン,5,ドラゴン,,闇,,669,451,55,20,どおれ、本気でいくか,油断大敵じゃ,0,0%,50 ,,1606,767,94,1.0,1.0,1.0,,,,,,,,,,,
1277,カクセイドラゴン,6,ドラゴン,,闇,光,1285,690,85,40,どおれ、本気でいくか,行くぞ、人の子よ,2,0%,99 ,,3213,1242,153,1.0,1.0,1.0,闇ドロップ強化,スキルブースト,,,,,,,,,
1278,水無月ヨウ,5,バランス,,水,,629,479,124,12,蒼覇王の援護,僕の力を見せてやる,0,0%,50 ,,1510,814,211,1.0,1.0,1.0,,,,,,,,,,,
1279,ヨウ＆カイゼルジークフリート,6,バランス,,水,水,1208,733,190,25,蒼覇王の援護,勝負をかける！,4,0%,99 ,,3020,1319,342,1.0,1.0,1.0,水ドロップ強化,封印耐性,水属性強化,スキルブースト,,,,,,,
1280,牧村チカ,4,回復,,火,,584,366,182,10,クイックボム,最後まで頑張るよっ,0,0%,50 ,,1402,622,309,1.0,1.0,1.0,,,,,,,,,,,
1281,チカ＆戦乙女・ミネルヴァ,5,回復,神,火,火,1122,560,278,20,クイックボム,みんな、お願いね！,3,0%,99 ,,2805,1008,500,1.0,1.0,1.0,火ドロップ強化,火属性強化,スキルブースト,,,,,,,,
1282,武田ムラクモ,4,攻撃,,火,,658,553,20,10,攻撃態勢・火,いっちょ始めようぜ！,0,0%,50 ,,1579,940,34,1.0,1.0,1.0,,,,,,,,,,,
1283,ムラクモ＆豪腕の巨人・ギガンテス,5,攻撃,,火,火,1263,846,31,20,攻撃態勢・火,俺こそが最強だ！,3,0%,99 ,,3158,1523,56,1.0,1.0,1.0,火ドロップ強化,毒耐性,火属性強化,,,,,,,,
1284,沖田リオナ,4,バランス,,水,,559,411,158,10,防御態勢・水,真剣勝負、です,0,0%,50 ,,1342,699,269,1.0,1.0,1.0,,,,,,,,,,,
1285,リオナ＆大海の歌姫・セイレーン,5,バランス,,水,水,1074,629,242,20,防御態勢・水,............こういうの、好き,3,0%,99 ,,2685,1132,436,1.0,1.0,1.0,水ドロップ強化,自動回復,水属性強化,,,,,,,,
1286,フォーレン・ラズール,4,回復,,木,,485,421,201,10,ダブル攻撃態勢・木,私は記憶を取り戻す！,0,0%,50 ,,1164,716,342,1.0,1.0,1.0,,,,,,,,,,,
1287,フォーレン＆狩猟神・アルテミス,5,回復,神,木,木,931,644,308,20,ダブル攻撃態勢・木,天は私に味方する,3,0%,99 ,,2328,1159,524,1.0,1.0,1.0,木ドロップ強化,スキルブースト,木属性強化,,,,,,,,
1288,パトリシア・エゼル,4,体力,,光,,749,399,65,10,攻撃態勢・光,勝利を我が手に,0,0%,50 ,,1798,678,111,1.0,1.0,1.0,,,,,,,,,,,
1289,パトリシア＆ヴァルキリー,5,体力,,光,光,1438,610,100,20,攻撃態勢・光,これが騎士の誇りだ,3,0%,99 ,,3595,1098,180,1.0,1.0,1.0,光ドロップ強化,暗闇耐性,光属性強化,,,,,,,,
1290,アンリ・ボーラム,4,悪魔,,闇,,479,436,185,10,ヘルボール,遊んでおいで,0,0%,50 ,,1150,741,315,1.0,1.0,1.0,,,,,,,,,,,
1291,アンリ＆カオスデビルドラゴン,5,悪魔,ドラゴン,闇,闇,920,667,284,20,ヘルボール,キミちょっと邪魔だよ,3,0%,99 ,,2400,1181,511,1.0,1.0,1.0,闇ドロップ強化,闇属性強化,スキルブースト,,,,,,,,
1292,ティンニン,5,ドラゴン,,光,,591,383,223,12,ハイヒール,がんばるの,0,0%,50 ,,1418,651,379,1.0,1.0,1.0,,,,,,,,,,,
1293,ティンニン＆エンジェル,6,ドラゴン,回復,光,光,1134,586,341,25,ハイヒール,全力でいくの,4,0%,99 ,,2835,1055,614,1.0,1.0,1.0,封印耐性,自動回復,バインド耐性,スキルブースト,,,,,,,
1294,古代の蒼神面,6,進化用,,水,,400,400,-100,99,威圧,なし,0,0%,1 ,,400,400,-100,1.0,1.0,1.0,,,,,,,,,,,
1295,古代の碧神面,6,進化用,,木,,400,400,-100,99,オーバードガイア,なし,0,0%,1 ,,400,400,-100,1.0,1.0,1.0,,,,,,,,,,,
1296,岩戸の芸女神・アメノウズメ,7,神,攻撃,火,火,1058,625,334,35,癒しの鼓舞,天尊の秘焔舞,4,,99 ,,2645,1575,501,1.0,1.0,1.0,火ドロップ強化,自動回復,自動回復,火属性強化,,,,,,,
1297,護恵の漁猟神・ウミサチヤマサチ,7,神,回復,水,木,1022,695,306,35,山海の秘儀,山海の至宝,7,,99 ,,2655,1251,651,1.0,1.0,1.0,水ドロップ強化,木ドロップ強化,2体攻撃,暗闇耐性,水ドロップ強化,スキルブースト,2体攻撃,,,,
1298,献身の巫女神・クシナダヒメ,7,神,回復,木,木,1042,629,339,35,聡明なる神護,撫子の想い,7,,99 ,,2805,1282,640,1.0,1.0,1.0,木ドロップ強化,バインド回復,攻撃強化,封印耐性,操作時間延長,木属性強化,自動回復,,,,
1299,天道の皇祖神・イザナギ,7,神,体力,光,光,1338,759,153,35,創造の息吹,現世の超神効,4,,99 ,,3845,1366,325,1.0,1.0,1.0,光ドロップ強化,2体攻撃,攻撃強化,封印耐性,,,,,,,
1300,漫遊の国造神・オオクニヌシ,7,神,体力,闇,闇,0,0,0,35,国建の妙技,結縁の秘奥義,4,,99 ,,5045,1269,54,1.0,1.0,1.0,闇ドロップ強化,操作時間延長,スキルブースト,封印耐性,,,,,,,
